2023 Upper tier local authorities Code,2023 Upper tier local authorities,Ethnic group (20 categories) Code,Ethnic group (20 categories),Observation
E06000019,Herefordshire,11,Mixed or Multiple ethnic groups: White and Black Caribbean,473
E06000019,Herefordshire,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,538
E06000019,Herefordshire,13,"White: English, Welsh, Scottish, Northern Irish or British",170419
E06000019,Herefordshire,14,White: Irish,727
E06000019,Herefordshire,15,White: Gypsy or Irish Traveller,431
E06000019,Herefordshire,16,White: Roma,161
E06000019,Herefordshire,17,White: Other White,9510
E06000019,Herefordshire,18,Other ethnic group: Arab,224
E06000019,Herefordshire,19,Other ethnic group: Any other ethnic group,795
E06000020,Telford and Wrekin,-8,Does not apply,0
E06000020,Telford and Wrekin,1,"Asian, Asian British or Asian Welsh: Bangladeshi",207
E06000020,Telford and Wrekin,2,"Asian, Asian British or Asian Welsh: Chinese",818
E06000020,Telford and Wrekin,3,"Asian, Asian British or Asian Welsh: Indian",4559
E06000020,Telford and Wrekin,4,"Asian, Asian British or Asian Welsh: Pakistani",3368
E06000020,Telford and Wrekin,5,"Asian, Asian British or Asian Welsh: Other Asian",1115
E06000020,Telford and Wrekin,6,"Black, Black British, Black Welsh, Caribbean or African: African",3962
E06000020,Telford and Wrekin,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",748
E06000020,Telford and Wrekin,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",641
E06000020,Telford and Wrekin,9,Mixed or Multiple ethnic groups: White and Asian,1315
E06000020,Telford and Wrekin,10,Mixed or Multiple ethnic groups: White and Black African,676
E06000020,Telford and Wrekin,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2083
E06000020,Telford and Wrekin,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,770
E06000020,Telford and Wrekin,13,"White: English, Welsh, Scottish, Northern Irish or British",153936
E06000020,Telford and Wrekin,14,White: Irish,723
E06000020,Telford and Wrekin,15,White: Gypsy or Irish Traveller,203
E06000020,Telford and Wrekin,16,White: Roma,187
E06000020,Telford and Wrekin,17,White: Other White,8589
E06000020,Telford and Wrekin,18,Other ethnic group: Arab,242
E06000020,Telford and Wrekin,19,Other ethnic group: Any other ethnic group,1401
E06000021,Stoke-on-Trent,-8,Does not apply,0
E06000021,Stoke-on-Trent,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1577
E06000021,Stoke-on-Trent,2,"Asian, Asian British or Asian Welsh: Chinese",1073
E06000021,Stoke-on-Trent,3,"Asian, Asian British or Asian Welsh: Indian",2772
E06000021,Stoke-on-Trent,4,"Asian, Asian British or Asian Welsh: Pakistani",15579
E06000021,Stoke-on-Trent,5,"Asian, Asian British or Asian Welsh: Other Asian",4596
E06000021,Stoke-on-Trent,6,"Black, Black British, Black Welsh, Caribbean or African: African",5048
E06000021,Stoke-on-Trent,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",916
E06000021,Stoke-on-Trent,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",920
E06000021,Stoke-on-Trent,9,Mixed or Multiple ethnic groups: White and Asian,1783
E06000021,Stoke-on-Trent,10,Mixed or Multiple ethnic groups: White and Black African,1020
E06000021,Stoke-on-Trent,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2040
E06000021,Stoke-on-Trent,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1017
E06000021,Stoke-on-Trent,13,"White: English, Welsh, Scottish, Northern Irish or British",202906
E06000021,Stoke-on-Trent,14,White: Irish,572
E06000021,Stoke-on-Trent,15,White: Gypsy or Irish Traveller,295
E06000021,Stoke-on-Trent,16,White: Roma,428
E06000021,Stoke-on-Trent,17,White: Other White,11498
E06000021,Stoke-on-Trent,18,Other ethnic group: Arab,690
E06000021,Stoke-on-Trent,19,Other ethnic group: Any other ethnic group,3639
E06000022,Bath and North East Somerset,-8,Does not apply,0
E06000022,Bath and North East Somerset,1,"Asian, Asian British or Asian Welsh: Bangladeshi",359
E06000022,Bath and North East Somerset,2,"Asian, Asian British or Asian Welsh: Chinese",2089
E06000022,Bath and North East Somerset,3,"Asian, Asian British or Asian Welsh: Indian",1787
E06000022,Bath and North East Somerset,4,"Asian, Asian British or Asian Welsh: Pakistani",278
E06000022,Bath and North East Somerset,5,"Asian, Asian British or Asian Welsh: Other Asian",1876
E06000022,Bath and North East Somerset,6,"Black, Black British, Black Welsh, Caribbean or African: African",980
E06000022,Bath and North East Somerset,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",616
E06000022,Bath and North East Somerset,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",250
E06000022,Bath and North East Somerset,9,Mixed or Multiple ethnic groups: White and Asian,1846
E06000022,Bath and North East Somerset,10,Mixed or Multiple ethnic groups: White and Black African,595
E06000022,Bath and North East Somerset,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1505
E06000022,Bath and North East Somerset,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1310
E06000022,Bath and North East Somerset,13,"White: English, Welsh, Scottish, Northern Irish or British",165478
E06000022,Bath and North East Somerset,14,White: Irish,1427
E06000022,Bath and North East Somerset,15,White: Gypsy or Irish Traveller,71
E06000022,Bath and North East Somerset,16,White: Roma,218
E06000022,Bath and North East Somerset,17,White: Other White,11114
E06000022,Bath and North East Somerset,18,Other ethnic group: Arab,552
E06000022,Bath and North East Somerset,19,Other ethnic group: Any other ethnic group,1058
E06000023,Bristol,-8,Does not apply,0
E06000023,Bristol,1,"Asian, Asian British or Asian Welsh: Bangladeshi",2616
E06000023,Bristol,2,"Asian, Asian British or Asian Welsh: Chinese",5466
E06000023,Bristol,3,"Asian, Asian British or Asian Welsh: Indian",8302
E06000023,Bristol,4,"Asian, Asian British or Asian Welsh: Pakistani",9064
E06000023,Bristol,5,"Asian, Asian British or Asian Welsh: Other Asian",5821
E06000023,Bristol,6,"Black, Black British, Black Welsh, Caribbean or African: African",18149
E06000023,Bristol,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",6803
E06000023,Bristol,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2938
E06000023,Bristol,9,Mixed or Multiple ethnic groups: White and Asian,5556
E06000023,Bristol,10,Mixed or Multiple ethnic groups: White and Black African,2621
E06000023,Bristol,11,Mixed or Multiple ethnic groups: White and Black Caribbean,7714
E06000023,Bristol,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,5225
E06000023,Bristol,13,"White: English, Welsh, Scottish, Northern Irish or British",338452
E06000023,Bristol,14,White: Irish,4288
E06000023,Bristol,15,White: Gypsy or Irish Traveller,273
E06000023,Bristol,16,White: Roma,966
E06000023,Bristol,17,White: Other White,39163
E06000023,Bristol,18,Other ethnic group: Arab,2540
E06000023,Bristol,19,Other ethnic group: Any other ethnic group,6510
E06000024,North Somerset,-8,Does not apply,0
E06000024,North Somerset,1,"Asian, Asian British or Asian Welsh: Bangladeshi",433
E06000024,North Somerset,2,"Asian, Asian British or Asian Welsh: Chinese",725
E06000024,North Somerset,3,"Asian, Asian British or Asian Welsh: Indian",1067
E06000024,North Somerset,4,"Asian, Asian British or Asian Welsh: Pakistani",148
E06000024,North Somerset,5,"Asian, Asian British or Asian Welsh: Other Asian",949
E06000024,North Somerset,6,"Black, Black British, Black Welsh, Caribbean or African: African",733
E06000024,North Somerset,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",251
E06000024,North Somerset,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",155
E06000024,North Somerset,9,Mixed or Multiple ethnic groups: White and Asian,1191
E06000024,North Somerset,10,Mixed or Multiple ethnic groups: White and Black African,497
E06000024,North Somerset,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1007
E06000024,North Somerset,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,940
E06000024,North Somerset,13,"White: English, Welsh, Scottish, Northern Irish or British",195915
E06000024,North Somerset,14,White: Irish,1210
E06000024,North Somerset,15,White: Gypsy or Irish Traveller,187
E06000024,North Somerset,16,White: Roma,169
E06000024,North Somerset,17,White: Other White,9948
E06000024,North Somerset,18,Other ethnic group: Arab,247
E06000024,North Somerset,19,Other ethnic group: Any other ethnic group,957
E06000025,South Gloucestershire,-8,Does not apply,0
E06000025,South Gloucestershire,1,"Asian, Asian British or Asian Welsh: Bangladeshi",581
E06000025,South Gloucestershire,2,"Asian, Asian British or Asian Welsh: Chinese",2113
E06000025,South Gloucestershire,3,"Asian, Asian British or Asian Welsh: Indian",4867
E06000025,South Gloucestershire,4,"Asian, Asian British or Asian Welsh: Pakistani",1352
E06000025,South Gloucestershire,5,"Asian, Asian British or Asian Welsh: Other Asian",2181
E06000025,South Gloucestershire,6,"Black, Black British, Black Welsh, Caribbean or African: African",2787
E06000025,South Gloucestershire,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1219
E06000025,South Gloucestershire,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",528
E06000025,South Gloucestershire,9,Mixed or Multiple ethnic groups: White and Asian,1953
E06000025,South Gloucestershire,10,Mixed or Multiple ethnic groups: White and Black African,905
E06000025,South Gloucestershire,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2711
E06000025,South Gloucestershire,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1720
E06000025,South Gloucestershire,13,"White: English, Welsh, Scottish, Northern Irish or British",249160
E06000025,South Gloucestershire,14,White: Irish,1327
E06000025,South Gloucestershire,15,White: Gypsy or Irish Traveller,443
E06000025,South Gloucestershire,16,White: Roma,373
E06000025,South Gloucestershire,17,White: Other White,13553
E06000025,South Gloucestershire,18,Other ethnic group: Arab,751
E06000025,South Gloucestershire,19,Other ethnic group: Any other ethnic group,1900
E06000026,Plymouth,-8,Does not apply,0
E06000026,Plymouth,1,"Asian, Asian British or Asian Welsh: Bangladeshi",537
E06000026,Plymouth,2,"Asian, Asian British or Asian Welsh: Chinese",1430
E06000026,Plymouth,3,"Asian, Asian British or Asian Welsh: Indian",1403
E06000026,Plymouth,4,"Asian, Asian British or Asian Welsh: Pakistani",389
E06000026,Plymouth,5,"Asian, Asian British or Asian Welsh: Other Asian",2188
E06000026,Plymouth,6,"Black, Black British, Black Welsh, Caribbean or African: African",2022
E06000026,Plymouth,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",460
E06000026,Plymouth,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",304
E06000026,Plymouth,9,Mixed or Multiple ethnic groups: White and Asian,1349
E06000026,Plymouth,10,Mixed or Multiple ethnic groups: White and Black African,860
E06000026,Plymouth,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1108
E06000026,Plymouth,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1339
E06000026,Plymouth,13,"White: English, Welsh, Scottish, Northern Irish or British",236802
E06000026,Plymouth,14,White: Irish,1055
E06000026,Plymouth,15,White: Gypsy or Irish Traveller,165
E06000026,Plymouth,16,White: Roma,168
E06000026,Plymouth,17,White: Other White,10537
E06000026,Plymouth,18,Other ethnic group: Arab,677
E06000026,Plymouth,19,Other ethnic group: Any other ethnic group,1902
E06000027,Torbay,-8,Does not apply,0
E06000027,Torbay,1,"Asian, Asian British or Asian Welsh: Bangladeshi",129
E06000027,Torbay,2,"Asian, Asian British or Asian Welsh: Chinese",435
E06000027,Torbay,3,"Asian, Asian British or Asian Welsh: Indian",527
E06000027,Torbay,4,"Asian, Asian British or Asian Welsh: Pakistani",162
E06000027,Torbay,5,"Asian, Asian British or Asian Welsh: Other Asian",1001
E06000027,Torbay,6,"Black, Black British, Black Welsh, Caribbean or African: African",264
E06000027,Torbay,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",135
E06000027,Torbay,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",48
E06000027,Torbay,9,Mixed or Multiple ethnic groups: White and Asian,679
E06000027,Torbay,10,Mixed or Multiple ethnic groups: White and Black African,288
E06000027,Torbay,11,Mixed or Multiple ethnic groups: White and Black Caribbean,581
E06000027,Torbay,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,536
E06000027,Torbay,13,"White: English, Welsh, Scottish, Northern Irish or British",128375
E06000027,Torbay,14,White: Irish,714
E06000027,Torbay,15,White: Gypsy or Irish Traveller,41
E06000027,Torbay,16,White: Roma,78
E06000027,Torbay,17,White: Other White,4714
E06000027,Torbay,18,Other ethnic group: Arab,136
E06000027,Torbay,19,Other ethnic group: Any other ethnic group,481
E06000030,Swindon,-8,Does not apply,0
E06000030,Swindon,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1403
E06000030,Swindon,2,"Asian, Asian British or Asian Welsh: Chinese",1156
E06000030,Swindon,3,"Asian, Asian British or Asian Welsh: Indian",17643
E06000030,Swindon,4,"Asian, Asian British or Asian Welsh: Pakistani",2025
E06000030,Swindon,5,"Asian, Asian British or Asian Welsh: Other Asian",4946
E06000030,Swindon,6,"Black, Black British, Black Welsh, Caribbean or African: African",4149
E06000030,Swindon,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1044
E06000030,Swindon,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",930
E06000030,Swindon,9,Mixed or Multiple ethnic groups: White and Asian,1694
E06000030,Swindon,10,Mixed or Multiple ethnic groups: White and Black African,1051
E06000030,Swindon,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1972
E06000030,Swindon,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1778
E06000030,Swindon,13,"White: English, Welsh, Scottish, Northern Irish or British",173231
E06000030,Swindon,14,White: Irish,1545
E06000030,Swindon,15,White: Gypsy or Irish Traveller,177
E06000030,Swindon,16,White: Roma,537
E06000030,Swindon,17,White: Other White,14652
E06000030,Swindon,18,Other ethnic group: Arab,344
E06000030,Swindon,19,Other ethnic group: Any other ethnic group,3134
E06000031,Peterborough,-8,Does not apply,0
E06000031,Peterborough,1,"Asian, Asian British or Asian Welsh: Bangladeshi",442
E06000031,Peterborough,2,"Asian, Asian British or Asian Welsh: Chinese",990
E06000031,Peterborough,3,"Asian, Asian British or Asian Welsh: Indian",7169
E06000031,Peterborough,4,"Asian, Asian British or Asian Welsh: Pakistani",16972
E06000031,Peterborough,5,"Asian, Asian British or Asian Welsh: Other Asian",5228
E06000031,Peterborough,6,"Black, Black British, Black Welsh, Caribbean or African: African",6225
E06000031,Peterborough,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1419
E06000031,Peterborough,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1107
E06000031,Peterborough,9,Mixed or Multiple ethnic groups: White and Asian,2021
E06000031,Peterborough,10,Mixed or Multiple ethnic groups: White and Black African,1627
E06000031,Peterborough,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1990
E06000031,Peterborough,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1979
E06000031,Peterborough,13,"White: English, Welsh, Scottish, Northern Irish or British",128353
E06000031,Peterborough,14,White: Irish,1177
E06000031,Peterborough,15,White: Gypsy or Irish Traveller,551
E06000031,Peterborough,16,White: Roma,938
E06000031,Peterborough,17,White: Other White,31562
E06000031,Peterborough,18,Other ethnic group: Arab,897
E06000031,Peterborough,19,Other ethnic group: Any other ethnic group,5023
E06000032,Luton,-8,Does not apply,0
E06000032,Luton,1,"Asian, Asian British or Asian Welsh: Bangladeshi",20630
E06000032,Luton,2,"Asian, Asian British or Asian Welsh: Chinese",901
E06000032,Luton,3,"Asian, Asian British or Asian Welsh: Indian",12096
E06000032,Luton,4,"Asian, Asian British or Asian Welsh: Pakistani",41143
E06000032,Luton,5,"Asian, Asian British or Asian Welsh: Other Asian",8555
E06000032,Luton,6,"Black, Black British, Black Welsh, Caribbean or African: African",11774
E06000032,Luton,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",8216
